account_id,signup_date,cohort_month,country,industry,company_size_bucket,initial_plan,acquisition_channel
ACC-00993,2024-08-22,2024-08-01,UK,Logistics,1-10,Enterprise,Paid Search
ACC-00994,2024-02-01,2024-02-01,UK,HealthTech,1-10,Basic,Organic
ACC-00995,2023-12-10,2023-12-01,US,EdTech,1-10,Basic,Outbound
ACC-00996,2024-04-14,2024-04-01,UK,MarTech,1-10,Basic,Organic
ACC-00997,2024-10-15,2024-10-01,SE,Logistics,11-50,Pro,Organic
ACC-00998,2024-02-26,2024-02-01,NL,HealthTech,200+,Pro,Partner
ACC-00999,2023-10-13,2023-10-01,US,HealthTech,51-200,Basic,Paid Search
ACC-01000,2023-08-16,2023-08-01,NL,E-Commerce,1-10,Pro,Organic
ACC-01001,2023-02-15,2023-02-01,US,HealthTech,51-200,Basic,Paid Search
ACC-01002,2024-05-05,2024-05-01,AU,EdTech,1-10,Pro,Organic
ACC-01003,2023-01-13,2023-01-01,CA,HealthTech,1-10,Basic,Organic
ACC-01004,2023-04-03,2023-04-01,US,EdTech,1-10,Pro,Paid Search
ACC-01005,2024-08-20,2024-08-01,US,HealthTech,51-200,Enterprise,Paid Search
ACC-01006,2024-01-15,2024-01-01,FR,EdTech,1-10,Pro,Paid Search
ACC-01007,2024-12-08,2024-12-01,US,SaaS,11-50,Basic,Outbound
ACC-01008,2024-07-09,2024-07-01,DE,SaaS,51-200,Pro,Organic
ACC-01009,2023-02-26,2023-02-01,DE,Logistics,11-50,Basic,Paid Search
ACC-01010,2024-04-21,2024-04-01,FR,FinTech,1-10,Pro,Organic
ACC-01011,2024-12-27,2024-12-01,CA,SaaS,11-50,Pro,Paid Search
ACC-01012,2024-08-17,2024-08-01,NL,EdTech,51-200,Pro,Organic
ACC-01013,2023-10-01,2023-10-01,DE,HealthTech,1-10,Basic,Paid Search
ACC-01014,2024-05-28,2024-05-01,DE,SaaS,51-200,Pro,Paid Search
ACC-01015,2023-10-27,2023-10-01,UK,FinTech,51-200,Pro,Outbound
ACC-01016,2023-03-09,2023-03-01,US,Logistics,1-10,Basic,Organic
ACC-01017,2023-03-20,2023-03-01,US,FinTech,51-200,Pro,Outbound
ACC-01018,2024-06-17,2024-06-01,SE,SaaS,11-50,Pro,Outbound
ACC-01019,2024-04-30,2024-04-01,US,HealthTech,11-50,Basic,Organic
ACC-01020,2023-08-26,2023-08-01,AU,E-Commerce,11-50,Pro,Partner
ACC-01021,2023-12-01,2023-12-01,UK,EdTech,11-50,Pro,Paid Search
ACC-01022,2024-08-03,2024-08-01,US,MarTech,1-10,Basic,Paid Search
ACC-01023,2023-10-23,2023-10-01,CA,SaaS,11-50,Pro,Organic
ACC-01024,2023-06-14,2023-06-01,CA,FinTech,200+,Enterprise,Partner
ACC-01025,2024-11-13,2024-11-01,AU,SaaS,1-10,Enterprise,Paid Search
ACC-01026,2024-03-27,2024-03-01,US,SaaS,11-50,Basic,Organic
ACC-01027,2023-12-19,2023-12-01,US,HealthTech,200+,Pro,Organic
ACC-01028,2023-01-26,2023-01-01,UK,HealthTech,1-10,Pro,Organic
ACC-01029,2023-01-05,2023-01-01,SE,E-Commerce,11-50,Pro,Organic
ACC-01030,2023-10-24,2023-10-01,SE,MarTech,200+,Pro,Partner
ACC-01031,2024-03-28,2024-03-01,US,SaaS,11-50,Basic,Partner
ACC-01032,2023-04-30,2023-04-01,US,HealthTech,51-200,Basic,Organic
ACC-01033,2023-02-26,2023-02-01,FR,SaaS,11-50,Pro,Partner
ACC-01034,2023-07-20,2023-07-01,US,E-Commerce,11-50,Pro,Organic
ACC-01035,2024-06-08,2024-06-01,UK,HealthTech,11-50,Pro,Organic
ACC-01036,2024-11-13,2024-11-01,UK,SaaS,51-200,Basic,Paid Search
ACC-01037,2023-10-19,2023-10-01,US,FinTech,11-50,Pro,Organic
ACC-01038,2024-03-30,2024-03-01,CA,HealthTech,11-50,Basic,Partner
ACC-01039,2024-03-10,2024-03-01,CA,HealthTech,51-200,Pro,Organic
ACC-01040,2023-11-07,2023-11-01,UK,Logistics,200+,Basic,Outbound
ACC-01041,2024-01-20,2024-01-01,US,HealthTech,200+,Basic,Paid Search
ACC-01042,2024-12-28,2024-12-01,DE,Logistics,1-10,Enterprise,Organic
ACC-01043,2024-05-17,2024-05-01,US,MarTech,51-200,Basic,Paid Search
ACC-01044,2024-04-19,2024-04-01,US,MarTech,1-10,Basic,Paid Search
ACC-01045,2024-10-13,2024-10-01,UK,EdTech,51-200,Basic,Paid Search
ACC-01046,2024-12-05,2024-12-01,FR,SaaS,51-200,Pro,Outbound
ACC-01047,2024-09-05,2024-09-01,CA,E-Commerce,11-50,Enterprise,Paid Search
ACC-01048,2024-05-02,2024-05-01,SE,MarTech,11-50,Pro,Organic
ACC-01049,2023-09-23,2023-09-01,US,SaaS,11-50,Enterprise,Organic
ACC-01050,2023-06-17,2023-06-01,US,FinTech,11-50,Enterprise,Organic
ACC-01051,2023-10-26,2023-10-01,DE,HR Tech,11-50,Pro,Organic
ACC-01052,2023-04-07,2023-04-01,DE,SaaS,11-50,Basic,Partner
ACC-01053,2023-11-05,2023-11-01,US,EdTech,11-50,Pro,Paid Search
ACC-01054,2023-05-28,2023-05-01,US,E-Commerce,11-50,Pro,Organic
ACC-01055,2023-06-16,2023-06-01,US,SaaS,1-10,Basic,Outbound
ACC-01056,2024-09-20,2024-09-01,CA,HR Tech,51-200,Pro,Partner
ACC-01057,2023-04-27,2023-04-01,UK,Logistics,1-10,Basic,Organic
ACC-01058,2023-12-23,2023-12-01,US,FinTech,51-200,Enterprise,Paid Search
ACC-01059,2023-12-17,2023-12-01,US,FinTech,51-200,Basic,Organic
ACC-01060,2024-12-11,2024-12-01,US,SaaS,1-10,Basic,Organic
ACC-01061,2024-12-08,2024-12-01,CA,SaaS,1-10,Pro,Paid Search
ACC-01062,2023-07-21,2023-07-01,US,MarTech,11-50,Basic,Organic
ACC-01063,2023-09-17,2023-09-01,US,FinTech,1-10,Basic,Organic
ACC-01064,2024-09-08,2024-09-01,US,Logistics,1-10,Basic,Organic
ACC-01065,2023-10-12,2023-10-01,SE,FinTech,1-10,Pro,Partner
ACC-01066,2023-09-05,2023-09-01,DE,SaaS,51-200,Pro,Paid Search
ACC-01067,2023-07-16,2023-07-01,SE,SaaS,51-200,Basic,Partner
ACC-01068,2023-08-08,2023-08-01,NL,Logistics,11-50,Pro,Organic
ACC-01069,2024-11-20,2024-11-01,SE,SaaS,11-50,Basic,Organic
ACC-01070,2023-08-22,2023-08-01,UK,MarTech,11-50,Pro,Paid Search
ACC-01071,2024-05-22,2024-05-01,CA,EdTech,11-50,Basic,Organic
ACC-01072,2023-04-29,2023-04-01,UK,HealthTech,51-200,Pro,Partner
ACC-01073,2023-08-20,2023-08-01,DE,FinTech,51-200,Basic,Organic
ACC-01074,2024-05-02,2024-05-01,SE,FinTech,1-10,Pro,Partner
ACC-01075,2024-02-10,2024-02-01,UK,EdTech,1-10,Basic,Paid Search
ACC-01076,2024-08-27,2024-08-01,SE,EdTech,51-200,Basic,Paid Search
ACC-01077,2023-07-23,2023-07-01,US,E-Commerce,200+,Basic,Partner
ACC-01078,2024-05-26,2024-05-01,US,EdTech,11-50,Basic,Partner
ACC-01079,2024-10-21,2024-10-01,SE,FinTech,51-200,Enterprise,Outbound
ACC-01080,2024-06-07,2024-06-01,US,MarTech,1-10,Basic,Paid Search
ACC-01081,2024-10-05,2024-10-01,SE,SaaS,51-200,Enterprise,Paid Search
ACC-01082,2023-01-28,2023-01-01,SE,FinTech,51-200,Basic,Paid Search
ACC-01083,2023-04-09,2023-04-01,CA,EdTech,11-50,Pro,Paid Search
ACC-01084,2023-10-28,2023-10-01,FR,HealthTech,1-10,Basic,Outbound
ACC-01085,2024-07-13,2024-07-01,US,MarTech,200+,Enterprise,Organic
ACC-01086,2024-04-05,2024-04-01,US,FinTech,11-50,Basic,Paid Search
ACC-01087,2023-11-07,2023-11-01,NL,SaaS,11-50,Basic,Paid Search
ACC-01088,2023-04-23,2023-04-01,DE,HealthTech,11-50,Pro,Paid Search
ACC-01089,2024-07-29,2024-07-01,NL,E-Commerce,11-50,Pro,Outbound
ACC-01090,2024-09-23,2024-09-01,FR,MarTech,1-10,Basic,Paid Search
ACC-01091,2023-05-12,2023-05-01,AU,FinTech,51-200,Basic,Outbound
ACC-01092,2023-12-16,2023-12-01,UK,HealthTech,200+,Basic,Organic
ACC-01093,2023-09-08,2023-09-01,US,E-Commerce,11-50,Enterprise,Organic
ACC-01094,2023-11-09,2023-11-01,US,SaaS,11-50,Basic,Partner
ACC-01095,2024-03-08,2024-03-01,DE,Logistics,1-10,Pro,Paid Search
ACC-01096,2023-11-21,2023-11-01,UK,FinTech,11-50,Enterprise,Organic
ACC-01097,2024-11-22,2024-11-01,US,HealthTech,51-200,Pro,Organic
ACC-01098,2023-11-03,2023-11-01,UK,HealthTech,11-50,Enterprise,Partner
ACC-01099,2024-07-02,2024-07-01,US,FinTech,1-10,Pro,Partner
ACC-01100,2024-10-01,2024-10-01,CA,SaaS,51-200,Basic,Organic
ACC-01101,2023-03-10,2023-03-01,DE,E-Commerce,11-50,Basic,Organic
ACC-01102,2023-11-06,2023-11-01,DE,FinTech,51-200,Basic,Paid Search
ACC-01103,2023-09-15,2023-09-01,FR,HealthTech,51-200,Basic,Organic
ACC-01104,2024-12-21,2024-12-01,DE,SaaS,11-50,Pro,Partner
ACC-01105,2024-04-23,2024-04-01,US,E-Commerce,51-200,Enterprise,Outbound
ACC-01106,2024-08-02,2024-08-01,CA,SaaS,1-10,Pro,Organic
ACC-01107,2024-12-02,2024-12-01,CA,MarTech,11-50,Enterprise,Outbound
ACC-01108,2024-10-11,2024-10-01,US,HealthTech,51-200,Pro,Organic
ACC-01109,2024-09-07,2024-09-01,US,SaaS,1-10,Basic,Partner
ACC-01110,2023-11-14,2023-11-01,UK,E-Commerce,11-50,Pro,Organic
ACC-01111,2023-06-13,2023-06-01,US,SaaS,51-200,Basic,Paid Search
ACC-01112,2024-10-21,2024-10-01,NL,HR Tech,11-50,Basic,Outbound
ACC-01113,2023-03-27,2023-03-01,US,FinTech,1-10,Enterprise,Outbound
ACC-01114,2024-11-18,2024-11-01,FR,SaaS,200+,Pro,Organic
ACC-01115,2023-04-25,2023-04-01,DE,E-Commerce,1-10,Pro,Paid Search
ACC-01116,2024-06-21,2024-06-01,US,Logistics,1-10,Basic,Partner
ACC-01117,2023-12-04,2023-12-01,AU,EdTech,51-200,Pro,Outbound
ACC-01118,2023-08-12,2023-08-01,US,SaaS,200+,Basic,Organic
ACC-01119,2024-08-26,2024-08-01,US,E-Commerce,51-200,Basic,Paid Search
ACC-01120,2024-05-01,2024-05-01,CA,HR Tech,51-200,Enterprise,Paid Search
ACC-01121,2024-01-12,2024-01-01,AU,SaaS,200+,Pro,Partner
ACC-01122,2024-11-09,2024-11-01,AU,SaaS,200+,Pro,Organic
ACC-01123,2024-01-29,2024-01-01,US,HR Tech,11-50,Enterprise,Organic
ACC-01124,2023-08-31,2023-08-01,NL,FinTech,200+,Basic,Outbound
ACC-01125,2023-09-19,2023-09-01,US,HR Tech,51-200,Basic,Outbound
ACC-01126,2023-06-14,2023-06-01,NL,E-Commerce,51-200,Pro,Paid Search
ACC-01127,2023-02-04,2023-02-01,US,SaaS,51-200,Pro,Partner
ACC-01128,2023-12-07,2023-12-01,CA,Logistics,51-200,Enterprise,Partner
ACC-01129,2024-06-02,2024-06-01,US,HealthTech,51-200,Pro,Organic
ACC-01130,2024-12-12,2024-12-01,US,SaaS,11-50,Pro,Partner
ACC-01131,2023-05-20,2023-05-01,US,SaaS,11-50,Pro,Organic
ACC-01132,2023-09-13,2023-09-01,DE,HR Tech,51-200,Pro,Partner
ACC-01133,2024-12-03,2024-12-01,UK,HR Tech,11-50,Enterprise,Organic
ACC-01134,2023-06-27,2023-06-01,CA,MarTech,51-200,Basic,Paid Search
ACC-01135,2023-07-06,2023-07-01,UK,FinTech,51-200,Pro,Organic
ACC-01136,2023-01-24,2023-01-01,NL,E-Commerce,11-50,Enterprise,Outbound
ACC-01137,2023-07-23,2023-07-01,US,Logistics,1-10,Pro,Paid Search
ACC-01138,2023-06-02,2023-06-01,US,FinTech,200+,Basic,Partner
ACC-01139,2024-03-21,2024-03-01,CA,Logistics,51-200,Pro,Organic
ACC-01140,2023-07-28,2023-07-01,US,Logistics,51-200,Basic,Paid Search
ACC-01141,2023-05-14,2023-05-01,UK,SaaS,1-10,Enterprise,Partner
ACC-01142,2023-07-13,2023-07-01,UK,HealthTech,1-10,Basic,Organic
ACC-01143,2024-09-24,2024-09-01,UK,SaaS,11-50,Pro,Organic
ACC-01144,2024-04-25,2024-04-01,US,FinTech,51-200,Pro,Partner
ACC-01145,2024-12-26,2024-12-01,UK,E-Commerce,1-10,Pro,Organic
ACC-01146,2023-08-29,2023-08-01,UK,FinTech,11-50,Pro,Partner
ACC-01147,2024-12-27,2024-12-01,CA,SaaS,1-10,Pro,Organic
ACC-01148,2024-02-09,2024-02-01,FR,SaaS,51-200,Basic,Organic
ACC-01149,2023-06-23,2023-06-01,DE,HR Tech,51-200,Basic,Organic
ACC-01150,2024-06-27,2024-06-01,UK,FinTech,11-50,Enterprise,Paid Search
ACC-01151,2023-10-15,2023-10-01,CA,Logistics,1-10,Enterprise,Paid Search
ACC-01152,2023-09-28,2023-09-01,DE,HealthTech,1-10,Pro,Paid Search
ACC-01153,2023-06-04,2023-06-01,DE,Logistics,11-50,Basic,Organic
ACC-01154,2023-02-25,2023-02-01,US,SaaS,1-10,Pro,Paid Search
ACC-01155,2024-05-21,2024-05-01,US,FinTech,51-200,Pro,Paid Search
ACC-01156,2023-06-01,2023-06-01,US,SaaS,51-200,Basic,Organic
ACC-01157,2024-06-04,2024-06-01,AU,E-Commerce,51-200,Basic,Outbound
ACC-01158,2023-01-05,2023-01-01,DE,E-Commerce,11-50,Basic,Partner
ACC-01159,2024-11-24,2024-11-01,US,FinTech,1-10,Enterprise,Organic
ACC-01160,2024-01-18,2024-01-01,DE,HR Tech,51-200,Basic,Organic
ACC-01161,2024-12-25,2024-12-01,FR,HealthTech,200+,Pro,Organic
ACC-01162,2023-02-14,2023-02-01,FR,HR Tech,11-50,Pro,Partner
ACC-01163,2024-08-05,2024-08-01,US,Logistics,51-200,Basic,Partner
ACC-01164,2023-03-14,2023-03-01,DE,E-Commerce,1-10,Basic,Organic
ACC-01165,2024-02-13,2024-02-01,US,Logistics,1-10,Pro,Organic
ACC-01166,2024-10-31,2024-10-01,US,FinTech,51-200,Pro,Outbound
ACC-01167,2024-12-02,2024-12-01,FR,FinTech,1-10,Basic,Organic
ACC-01168,2024-04-01,2024-04-01,NL,HealthTech,11-50,Basic,Partner
ACC-01169,2024-01-13,2024-01-01,FR,HealthTech,11-50,Basic,Organic
ACC-01170,2024-04-19,2024-04-01,FR,E-Commerce,51-200,Enterprise,Paid Search
ACC-01171,2024-10-24,2024-10-01,DE,FinTech,11-50,Enterprise,Paid Search
ACC-01172,2023-06-02,2023-06-01,SE,EdTech,11-50,Basic,Paid Search
ACC-01173,2024-08-05,2024-08-01,US,SaaS,1-10,Basic,Paid Search
ACC-01174,2023-04-07,2023-04-01,UK,EdTech,51-200,Basic,Paid Search
ACC-01175,2024-05-30,2024-05-01,US,EdTech,11-50,Pro,Partner
ACC-01176,2023-02-16,2023-02-01,US,Logistics,1-10,Pro,Paid Search
ACC-01177,2024-11-17,2024-11-01,UK,MarTech,11-50,Enterprise,Partner
ACC-01178,2023-08-05,2023-08-01,US,EdTech,11-50,Enterprise,Organic
ACC-01179,2024-07-01,2024-07-01,US,FinTech,1-10,Pro,Paid Search
ACC-01180,2024-02-19,2024-02-01,NL,HR Tech,11-50,Pro,Paid Search
ACC-01181,2024-09-23,2024-09-01,UK,EdTech,51-200,Basic,Organic
ACC-01182,2023-05-09,2023-05-01,US,SaaS,51-200,Pro,Organic
ACC-01183,2023-01-28,2023-01-01,US,E-Commerce,11-50,Basic,Paid Search
ACC-01184,2024-07-05,2024-07-01,US,FinTech,11-50,Pro,Organic
ACC-01185,2023-06-20,2023-06-01,NL,EdTech,11-50,Pro,Organic
ACC-01186,2024-04-05,2024-04-01,DE,SaaS,11-50,Enterprise,Organic
ACC-01187,2023-01-09,2023-01-01,US,MarTech,11-50,Basic,Paid Search
ACC-01188,2024-08-15,2024-08-01,DE,E-Commerce,1-10,Pro,Paid Search
ACC-01189,2024-08-28,2024-08-01,CA,HR Tech,200+,Enterprise,Organic
ACC-01190,2023-03-04,2023-03-01,DE,HealthTech,11-50,Basic,Outbound
ACC-01191,2024-03-03,2024-03-01,NL,SaaS,11-50,Pro,Paid Search
ACC-01192,2024-03-22,2024-03-01,US,FinTech,1-10,Basic,Organic
ACC-01193,2023-08-13,2023-08-01,DE,EdTech,200+,Enterprise,Partner
ACC-01194,2024-04-24,2024-04-01,US,FinTech,51-200,Enterprise,Partner
ACC-01195,2024-11-20,2024-11-01,FR,FinTech,11-50,Enterprise,Organic
ACC-01196,2023-08-01,2023-08-01,US,EdTech,51-200,Basic,Organic
ACC-01197,2024-09-12,2024-09-01,UK,MarTech,200+,Pro,Organic
ACC-01198,2024-07-24,2024-07-01,US,SaaS,51-200,Basic,Organic
ACC-01199,2024-05-30,2024-05-01,US,SaaS,11-50,Pro,Organic
ACC-01200,2023-08-18,2023-08-01,UK,HR Tech,51-200,Pro,Partner
ACC-01201,2024-07-24,2024-07-01,US,SaaS,51-200,Pro,Partner
ACC-01202,2024-12-24,2024-12-01,US,HR Tech,51-200,Enterprise,Partner
ACC-01203,2023-04-19,2023-04-01,AU,E-Commerce,51-200,Basic,Paid Search
ACC-01204,2024-06-03,2024-06-01,US,E-Commerce,51-200,Enterprise,Organic
ACC-01205,2023-10-27,2023-10-01,CA,MarTech,11-50,Enterprise,Organic
ACC-01206,2024-01-08,2024-01-01,US,SaaS,51-200,Basic,Paid Search
ACC-01207,2023-01-07,2023-01-01,US,MarTech,11-50,Pro,Organic
ACC-01208,2024-01-17,2024-01-01,CA,HealthTech,11-50,Basic,Partner
ACC-01209,2024-06-26,2024-06-01,UK,SaaS,51-200,Basic,Paid Search
ACC-01210,2024-04-14,2024-04-01,SE,E-Commerce,51-200,Enterprise,Paid Search
ACC-01211,2023-01-11,2023-01-01,CA,E-Commerce,1-10,Basic,Paid Search
ACC-01212,2023-06-18,2023-06-01,UK,FinTech,1-10,Enterprise,Organic
ACC-01213,2024-08-11,2024-08-01,US,E-Commerce,51-200,Pro,Paid Search
ACC-01214,2023-10-30,2023-10-01,UK,Logistics,51-200,Enterprise,Partner
ACC-01215,2023-11-18,2023-11-01,NL,SaaS,1-10,Pro,Outbound
ACC-01216,2024-12-18,2024-12-01,UK,E-Commerce,51-200,Pro,Paid Search
ACC-01217,2024-03-28,2024-03-01,CA,Logistics,51-200,Basic,Organic
ACC-01218,2023-11-05,2023-11-01,US,E-Commerce,11-50,Pro,Outbound
ACC-01219,2024-06-16,2024-06-01,SE,FinTech,1-10,Pro,Paid Search
ACC-01220,2024-10-12,2024-10-01,US,SaaS,51-200,Pro,Organic
ACC-01221,2023-11-08,2023-11-01,CA,HR Tech,1-10,Basic,Paid Search
ACC-01222,2024-10-04,2024-10-01,DE,SaaS,51-200,Enterprise,Paid Search
ACC-01223,2024-08-09,2024-08-01,CA,HealthTech,200+,Enterprise,Outbound
ACC-01224,2024-08-02,2024-08-01,CA,HR Tech,51-200,Enterprise,Organic
ACC-01225,2023-11-03,2023-11-01,US,MarTech,51-200,Pro,Partner
ACC-01226,2024-06-16,2024-06-01,CA,SaaS,11-50,Basic,Partner
ACC-01227,2024-04-10,2024-04-01,US,EdTech,51-200,Basic,Organic
ACC-01228,2023-05-14,2023-05-01,UK,HealthTech,11-50,Pro,Paid Search
ACC-01229,2024-06-15,2024-06-01,CA,Logistics,11-50,Pro,Outbound
ACC-01230,2024-12-06,2024-12-01,SE,HealthTech,200+,Enterprise,Organic
ACC-01231,2023-05-11,2023-05-01,UK,HealthTech,200+,Pro,Paid Search
ACC-01232,2024-12-12,2024-12-01,US,HealthTech,51-200,Enterprise,Paid Search
ACC-01233,2023-05-02,2023-05-01,FR,HealthTech,1-10,Pro,Organic
ACC-01234,2023-06-06,2023-06-01,US,FinTech,11-50,Basic,Organic
ACC-01235,2023-05-27,2023-05-01,US,E-Commerce,1-10,Enterprise,Outbound
ACC-01236,2023-08-09,2023-08-01,US,EdTech,1-10,Pro,Organic
ACC-01237,2023-02-15,2023-02-01,UK,E-Commerce,11-50,Enterprise,Partner
ACC-01238,2024-05-01,2024-05-01,AU,MarTech,1-10,Basic,Paid Search
ACC-01239,2024-04-05,2024-04-01,FR,SaaS,51-200,Basic,Paid Search
ACC-01240,2024-09-30,2024-09-01,UK,SaaS,11-50,Pro,Outbound
ACC-01241,2024-03-29,2024-03-01,CA,E-Commerce,51-200,Pro,Paid Search
ACC-01242,2024-12-25,2024-12-01,US,E-Commerce,11-50,Basic,Outbound
ACC-01243,2024-07-08,2024-07-01,DE,SaaS,11-50,Basic,Paid Search
ACC-01244,2023-01-20,2023-01-01,US,HR Tech,1-10,Basic,Partner
ACC-01245,2023-09-09,2023-09-01,AU,MarTech,11-50,Basic,Paid Search
ACC-01246,2023-11-25,2023-11-01,UK,SaaS,51-200,Basic,Paid Search
ACC-01247,2024-02-29,2024-02-01,US,E-Commerce,11-50,Basic,Outbound
ACC-01248,2024-07-08,2024-07-01,US,SaaS,1-10,Basic,Organic
ACC-01249,2024-02-22,2024-02-01,FR,SaaS,200+,Basic,Partner
ACC-01250,2023-11-02,2023-11-01,UK,FinTech,11-50,Basic,Paid Search
ACC-01251,2023-05-04,2023-05-01,US,SaaS,11-50,Basic,Paid Search
ACC-01252,2024-05-31,2024-05-01,UK,SaaS,1-10,Pro,Paid Search
ACC-01253,2024-05-10,2024-05-01,US,E-Commerce,200+,Basic,Paid Search
ACC-01254,2024-08-23,2024-08-01,FR,SaaS,11-50,Pro,Organic
ACC-01255,2024-02-21,2024-02-01,UK,MarTech,11-50,Pro,Organic
ACC-01256,2024-07-07,2024-07-01,SE,MarTech,11-50,Basic,Outbound
ACC-01257,2024-04-07,2024-04-01,US,MarTech,200+,Pro,Partner
ACC-01258,2023-06-21,2023-06-01,US,HR Tech,11-50,Pro,Partner
ACC-01259,2024-01-25,2024-01-01,SE,MarTech,1-10,Enterprise,Organic
ACC-01260,2023-06-15,2023-06-01,CA,E-Commerce,11-50,Basic,Organic
ACC-01261,2023-05-24,2023-05-01,CA,HR Tech,51-200,Basic,Paid Search
ACC-01262,2023-11-22,2023-11-01,NL,HR Tech,11-50,Enterprise,Partner
ACC-01263,2023-10-07,2023-10-01,US,HR Tech,11-50,Pro,Paid Search
ACC-01264,2023-01-17,2023-01-01,NL,SaaS,200+,Pro,Organic
ACC-01265,2023-01-10,2023-01-01,FR,HealthTech,51-200,Pro,Partner
ACC-01266,2024-07-05,2024-07-01,US,Logistics,51-200,Pro,Outbound
ACC-01267,2024-11-18,2024-11-01,UK,SaaS,200+,Basic,Paid Search
ACC-01268,2024-02-01,2024-02-01,US,MarTech,51-200,Basic,Paid Search
ACC-01269,2023-07-17,2023-07-01,UK,SaaS,1-10,Basic,Outbound
ACC-01270,2024-01-02,2024-01-01,US,MarTech,11-50,Enterprise,Organic
ACC-01271,2024-05-20,2024-05-01,SE,SaaS,11-50,Pro,Paid Search
ACC-01272,2023-01-08,2023-01-01,US,MarTech,11-50,Enterprise,Paid Search
ACC-01273,2024-05-20,2024-05-01,US,SaaS,51-200,Pro,Paid Search
ACC-01274,2023-06-29,2023-06-01,US,SaaS,1-10,Basic,Paid Search
ACC-01275,2023-08-22,2023-08-01,NL,EdTech,1-10,Enterprise,Organic
ACC-01276,2024-12-10,2024-12-01,FR,E-Commerce,51-200,Enterprise,Organic
ACC-01277,2024-03-13,2024-03-01,FR,HR Tech,1-10,Enterprise,Paid Search
ACC-01278,2024-02-21,2024-02-01,US,EdTech,11-50,Basic,Partner
ACC-01279,2023-08-18,2023-08-01,US,Logistics,11-50,Basic,Paid Search
ACC-01280,2023-12-09,2023-12-01,US,E-Commerce,1-10,Pro,Outbound
ACC-01281,2024-03-09,2024-03-01,SE,Logistics,1-10,Basic,Organic
ACC-01282,2024-10-02,2024-10-01,US,HealthTech,51-200,Pro,Paid Search
ACC-01283,2023-12-09,2023-12-01,AU,SaaS,11-50,Enterprise,Partner
ACC-01284,2023-12-08,2023-12-01,DE,SaaS,1-10,Pro,Paid Search
ACC-01285,2023-04-08,2023-04-01,FR,E-Commerce,1-10,Basic,Organic
ACC-01286,2023-11-17,2023-11-01,NL,EdTech,51-200,Basic,Partner
ACC-01287,2023-02-26,2023-02-01,US,E-Commerce,1-10,Pro,Paid Search
ACC-01288,2023-10-29,2023-10-01,AU,HealthTech,11-50,Basic,Outbound
ACC-01289,2024-11-06,2024-11-01,FR,HealthTech,11-50,Basic,Paid Search
ACC-01290,2023-04-14,2023-04-01,US,HR Tech,51-200,Pro,Organic
ACC-01291,2023-07-17,2023-07-01,US,SaaS,51-200,Pro,Partner
ACC-01292,2024-08-09,2024-08-01,US,E-Commerce,11-50,Pro,Paid Search
ACC-01293,2023-07-10,2023-07-01,US,MarTech,1-10,Basic,Paid Search
ACC-01294,2024-10-29,2024-10-01,CA,FinTech,51-200,Pro,Organic
ACC-01295,2023-11-13,2023-11-01,FR,FinTech,200+,Pro,Partner
ACC-01296,2023-05-29,2023-05-01,US,E-Commerce,51-200,Enterprise,Paid Search
ACC-01297,2023-07-20,2023-07-01,SE,E-Commerce,1-10,Basic,Organic
ACC-01298,2024-05-02,2024-05-01,CA,HR Tech,11-50,Basic,Paid Search
ACC-01299,2023-12-10,2023-12-01,FR,HealthTech,1-10,Pro,Partner
ACC-01300,2023-02-13,2023-02-01,UK,Logistics,11-50,Pro,Paid Search
ACC-01301,2023-08-07,2023-08-01,US,EdTech,200+,Basic,Partner
ACC-01302,2023-07-30,2023-07-01,UK,MarTech,1-10,Basic,Paid Search
ACC-01303,2024-07-22,2024-07-01,US,FinTech,1-10,Pro,Partner
ACC-01304,2023-02-14,2023-02-01,SE,SaaS,1-10,Basic,Organic
ACC-01305,2023-06-28,2023-06-01,US,E-Commerce,1-10,Basic,Partner
ACC-01306,2023-04-14,2023-04-01,US,EdTech,11-50,Pro,Organic
ACC-01307,2023-08-04,2023-08-01,US,SaaS,51-200,Pro,Outbound
ACC-01308,2024-09-30,2024-09-01,NL,Logistics,1-10,Basic,Outbound
ACC-01309,2023-07-14,2023-07-01,US,FinTech,11-50,Pro,Outbound
ACC-01310,2023-09-08,2023-09-01,NL,MarTech,11-50,Enterprise,Organic
ACC-01311,2023-06-02,2023-06-01,US,SaaS,51-200,Enterprise,Outbound
ACC-01312,2024-08-21,2024-08-01,NL,SaaS,1-10,Pro,Partner
ACC-01313,2023-03-08,2023-03-01,US,FinTech,51-200,Pro,Paid Search
ACC-01314,2024-06-15,2024-06-01,UK,FinTech,11-50,Pro,Partner
ACC-01315,2024-05-21,2024-05-01,UK,E-Commerce,11-50,Pro,Paid Search
ACC-01316,2023-08-01,2023-08-01,US,SaaS,51-200,Basic,Organic
ACC-01317,2024-01-22,2024-01-01,DE,HR Tech,11-50,Pro,Organic
ACC-01318,2023-03-28,2023-03-01,US,E-Commerce,1-10,Basic,Paid Search
ACC-01319,2023-12-11,2023-12-01,UK,HealthTech,11-50,Enterprise,Organic
ACC-01320,2024-01-27,2024-01-01,US,HealthTech,1-10,Basic,Outbound
ACC-01321,2023-10-29,2023-10-01,AU,E-Commerce,11-50,Pro,Outbound
ACC-01322,2023-04-11,2023-04-01,US,FinTech,11-50,Basic,Partner
ACC-01323,2023-09-14,2023-09-01,US,MarTech,51-200,Basic,Partner
